timestamp,accl_x,accl_y,accl_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp,emg,
 531075,-0.002197265625,-0.9609375,-0.202880859375,-0.6402438879013062,0.6707317233085632,0.21341463923454285,0.8999999761581421,-21.450000762939453,6.449999809265137,40.50459671020508,0,
 531085,0.000244140625,-0.95703125,-0.2001953125,-1.0365853309631348,0.6707317233085632,0.3353658616542816,0.15000000596046448,-21.450000762939453,6.900000095367432,40.16913604736328,0,
 531095,-0.0048828125,-0.966796875,-0.1982421875,-0.6707317233085632,0.4268292784690857,0.24390244483947754,0.15000000596046448,-21.450000762939453,6.900000095367432,40.264984130859375,0,
 531105,-0.000732421875,-0.95947265625,-0.203369140625,-1.0060975551605225,0.5792682766914368,0.4573170840740204,-0.15000000596046448,-21.450000762939453,6.449999809265137,40.3608283996582,0,
 531115,-0.003173828125,-0.958984375,-0.206298828125,-0.8231707215309143,0.4878048896789551,0.18292683362960815,0.8999999761581421,-21.450000762939453,5.699999809265137,40.264984130859375,0,
 531125,-0.00537109375,-0.962158203125,-0.20166015625,-0.8536585569381714,0.4573170840740204,0.4268292784690857,0.75,-21.299999237060547,6.300000190734863,40.264984130859375,0,
 531135,-0.001708984375,-0.95947265625,-0.19677734375,-0.9146341681480408,0.5792682766914368,0.4268292784690857,0.75,-21.299999237060547,6.300000190734863,40.07329177856445,0,
 531145,-0.0029296875,-0.961181640625,-0.20263671875,-1.3719512224197388,0.18292683362960815,0.3353658616542816,0.30000001192092896,-19.799999237060547,6.300000190734863,40.3608283996582,0,
 531155,0.0009765625,-0.9580078125,-0.200927734375,-0.9451219439506531,0.6402438879013062,0.3658536672592163,0.8999999761581421,-19.950000762939453,6.449999809265137,40.3608283996582,0,
 531165,0.001220703125,-0.95361328125,-0.201416015625,-0.4573170840740204,0.4573170840740204,0.09146341681480408,0.44999998807907104,-21.899999618530273,5.699999809265137,40.552520751953125,0,
 531175,-0.00146484375,-0.961669921875,-0.207763671875,-0.396341472864151,0.4878048896789551,0.3048780560493469,1.5,-20.850000381469727,5.550000190734863,40.16913604736328,0,
 531185,-0.009033203125,-0.964599609375,-0.199462890625,-0.5182926654815674,0.21341463923454285,0.27439025044441223,1.5,-20.850000381469727,5.550000190734863,40.21706008911133,0,
 531195,-0.000244140625,-0.95849609375,-0.204345703125,-0.9146341681480408,0.5182926654815674,0.3048780560493469,1.0499999523162842,-22.5,7.050000190734863,40.40875244140625,0,
 531205,0.000244140625,-0.964111328125,-0.199951171875,-0.5792682766914368,0.3353658616542816,0.5487805008888245,-0.30000001192092896,-20.850000381469727,5.25,40.264984130859375,0,
 531215,-0.00390625,-0.961181640625,-0.19775390625,-0.4878048896789551,0.4268292784690857,0.792682945728302,0.15000000596046448,-20.700000762939453,6.449999809265137,40.3608283996582,0,
 531225,0.001708984375,-0.9482421875,-0.19873046875,-0.8536585569381714,0.5792682766914368,0.5792682766914368,0.15000000596046448,-20.700000762939453,6.449999809265137,40.3608283996582,0,
 531235,0.008056640625,-0.96484375,-0.193603515625,-1.432926893234253,0.6402438879013062,1.9512195587158203,0.15000000596046448,-19.950000762939453,5.400000095367432,40.40875244140625,0,
 531245,-0.009765625,-0.967041015625,-0.2001953125,-2.0426828861236572,0.792682945728302,1.9817073345184326,2.549999952316284,-22.5,6.75,40.264984130859375,0,
 531255,-0.00927734375,-0.9609375,-0.207763671875,-1.920731782913208,1.0365853309631348,2.4695122241973877,0.8999999761581421,-20.25,6.449999809265137,40.552520751953125,0,
 531265,0.003662109375,-0.950439453125,-0.20703125,-1.6158536672592163,0.6707317233085632,2.7134146690368652,0.8999999761581421,-20.25,6.449999809265137,40.40875244140625,0,
 531275,-0.00732421875,-0.962158203125,-0.2021484375,-1.585365891456604,1.0060975551605225,2.22560977935791,0.8999999761581421,-20.700000762939453,7.650000095367432,39.88159942626953,0,
 531285,-0.000732421875,-0.951904296875,-0.208251953125,-0.4573170840740204,0.792682945728302,2.682926893234253,0.8999999761581421,-22.350000381469727,4.949999809265137,40.50459671020508,0,
 531295,0.002197265625,-0.953369140625,-0.210693359375,-0.4878048896789551,0.6097561120986938,3.0182926654815674,0.0,-20.549999237060547,6.0,40.40875244140625,0,
 531325,-0.00341796875,-0.9482421875,-0.2021484375,0.3353658616542816,0.7621951103210449,5.060975551605225,0.15000000596046448,-21.149999618530273,6.900000095367432,40.21706008911133,0,
 531345,-0.0009765625,-0.947021484375,-0.2099609375,2.2560975551605225,0.27439025044441223,5.70121955871582,0.30000001192092896,-19.350000381469727,7.5,40.50459671020508,0,
